Saccharomyces/Sbay.fasta.gz	>Sbay_1 189981bp [GAP=5; TRNA=3; CODING=91]	>Sbay_1	>Sbay_1
Saccharomyces/Sbay.fasta.gz	>Sbay_2 1289935bp [GAP=34; TRNA=29; CODING=652]	>Sbay_2	>Sbay_2
Saccharomyces/Sbay.fasta.gz	>Sbay_3 295075bp [GAP=9; TRNA=9; CODING=154]	>Sbay_3	>Sbay_3
Saccharomyces/Sbay.fasta.gz	>Sbay_4 983774bp [GAP=16; TRNA=13; CODING=505]	>Sbay_4	>Sbay_4
Saccharomyces/Sbay.fasta.gz	>Sbay_5 531350bp [GAP=21; TRNA=20; CODING=265]	>Sbay_5	>Sbay_5
Saccharomyces/Sbay.fasta.gz	>Sbay_6 523204bp [GAP=11; TRNA=15; CODING=243]	>Sbay_6	>Sbay_6
Saccharomyces/Sbay.fasta.gz	>Sbay_7 1027508bp [GAP=25; TRNA=37; CODING=514]	>Sbay_7	>Sbay_7
Saccharomyces/Sbay.fasta.gz	>Sbay_8 806278bp [GAP=15; TRNA=14; CODING=392]	>Sbay_8	>Sbay_8
Saccharomyces/Sbay.fasta.gz	>Sbay_9 418340bp [GAP=13; TRNA=10; CODING=209]	>Sbay_9	>Sbay_9
Saccharomyces/Sbay.fasta.gz	>Sbay_10 1016005bp [GAP=25; TRNA=22; CODING=498]	>Sbay_10	>Sbay_10
Saccharomyces/Sbay.fasta.gz	>Sbay_11 635711bp [GAP=7; TRNA=16; CODING=310]	>Sbay_11	>Sbay_11
Saccharomyces/Sbay.fasta.gz	>Sbay_12 445542bp [GAP=9; TRNA=19; CODING=225]	>Sbay_12	>Sbay_12
Saccharomyces/Sbay.fasta.gz	>Sbay_13 907341bp [GAP=14; TRNA=21; CODING=451]	>Sbay_13	>Sbay_13
Saccharomyces/Sbay.fasta.gz	>Sbay_14 750656bp [GAP=21; TRNA=14; CODING=378]	>Sbay_14	>Sbay_14
Saccharomyces/Sbay.fasta.gz	>Sbay_15 763749bp [GAP=12; TRNA=17; CODING=381]	>Sbay_15	>Sbay_15
Saccharomyces/Sbay.fasta.gz	>Sbay_16 918464bp [GAP=15; TRNA=17; CODING=471]	>Sbay_16	>Sbay_16
Saccharomyces/Scer.fasta.gz	>Scer_1 230218bp [GAP=0; TRNA=4; CODING=101]	>Scer_1	>Scer_1
Saccharomyces/Scer.fasta.gz	>Scer_2 813184bp [GAP=0; TRNA=13; CODING=425]	>Scer_2	>Scer_2
Saccharomyces/Scer.fasta.gz	>Scer_3 316620bp [GAP=0; TRNA=10; CODING=168]	>Scer_3	>Scer_3
Saccharomyces/Scer.fasta.gz	>Scer_4 1531933bp [GAP=0; TRNA=28; CODING=772]	>Scer_4	>Scer_4
Saccharomyces/Scer.fasta.gz	>Scer_5 576874bp [GAP=0; TRNA=20; CODING=294]	>Scer_5	>Scer_5
Saccharomyces/Scer.fasta.gz	>Scer_6 270161bp [GAP=0; TRNA=10; CODING=132]	>Scer_6	>Scer_6
Saccharomyces/Scer.fasta.gz	>Scer_7 1090940bp [GAP=0; TRNA=36; CODING=537]	>Scer_7	>Scer_7
Saccharomyces/Scer.fasta.gz	>Scer_8 562643bp [GAP=0; TRNA=11; CODING=292]	>Scer_8	>Scer_8
